Date,Open,High,Close,Volume
2000-01-03,10.7451,10.7827,10.335,450958
2000-01-04,10.3332,10.4845,10.2607,311081
2000-01-05,10.1855,10.7827,10.6332,446268
2000-01-06,10.5571,10.857000000000001,10.5213,223134
2000-01-07,10.5929,10.8946,10.3717,748135
2000-01-10,10.335,10.5589,10.4469,319624
2000-01-11,10.4496,10.9323,10.857000000000001,466202
2000-01-12,10.8257,10.857000000000001,10.4845,1298097
2000-01-13,10.5929,11.1928,11.1185,1084846
2000-01-14,11.1212,11.3424,11.2671,397520
2000-01-17,11.1212,11.3424,11.2671,0
2000-01-18,11.1928,11.3424,11.1185,460172
2000-01-19,11.1212,11.1561,10.9323,929557
2000-01-20,10.8615,10.8946,10.5213,776446
2000-01-21,10.6705,10.6705,10.5586,674928
2000-01-24,10.6287,10.6332,10.2231,789680
2000-01-25,10.1094,10.1479,9.924,870591
2000-01-26,10.0368,10.0368,9.8873,1009966
2000-01-27,9.8855,9.9616,9.8497,630202
2000-01-28,9.7754,9.7754,9.402000000000001,1336794
2000-01-31,9.402000000000001,9.5891,9.4763,631208
2000-02-01,9.4826,9.5515,9.1781,713124
2000-02-02,9.1781,9.4396,9.4396,4162991
2000-02-03,9.4826,9.6634,9.6634,630370
2000-02-04,9.6258,9.9992,9.9992,1955438
2000-02-07,9.9661,9.9992,9.5891,688834
2000-02-08,9.6975,9.8497,9.7754,992711
2000-02-09,9.6975,9.7378,9.4396,657843
2000-02-10,9.3662,9.5891,9.4763,753328
2000-02-11,9.5542,9.5891,9.29,613786
2000-02-14,9.2497,9.29,9.0286,481111
2000-02-15,8.9901,9.2157,9.1781,1079151
2000-02-16,9.1781,9.2157,8.8423,763379
2000-02-17,8.8826,8.9175,8.8047,588658
2000-02-18,8.6588,8.7304,8.6185,1095233
2000-02-21,8.6588,8.7304,8.6185,0
2000-02-22,8.6588,8.8047,8.5809,595024
2000-02-23,8.5424,8.7868,8.4322,1265263
2000-02-24,8.3543,8.4322,8.1708,980818
2000-02-25,8.1752,8.2827,8.0964,418962
2000-02-28,8.2469,8.357000000000001,8.0588,550966
2000-02-29,8.0588,8.1708,7.8726,867240
2000-03-01,7.9424,8.2084,8.1332,863890
2000-03-02,8.1394,8.2827,8.0221,529859
2000-03-03,8.023,8.2084,8.0964,692184
2000-03-06,8.0588,8.2084,8.0964,630035
2000-03-07,8.0588,8.1708,7.5368,868581
2000-03-08,7.4249,7.7607,7.4992,641259
2000-03-09,7.5395,7.6854,7.6487,835077
2000-03-10,7.6111,7.9093,7.723,443085
2000-03-13,7.6469,7.9093,7.6487,793365
2000-03-14,7.6111,7.7604,7.723,279250
2000-03-15,7.6487,8.2084,8.0964,588323
2000-03-16,8.1394,8.6937,8.5065,655498
2000-03-17,8.4707,8.5442,8.3203,808944
2000-03-20,8.2469,8.5809,8.5065,469553
2000-03-21,8.6937,8.8047,8.6937,0
2000-03-22,8.8379,9.1781,8.5809,577602
2000-03-23,8.623,8.8047,8.767999999999999,896556
2000-03-24,9.402000000000001,9.6634,9.0286,1866486
2000-03-27,8.9543,9.2527,9.1781,1085012
2000-03-28,9.1781,10.1855,9.8497,1650555
2000-03-29,10.4496,10.4845,10.2607,1484544
2000-03-30,10.4138,10.5213,10.5213,544098
